id,merchant_id,shopper_id,amount,created_at,completed_at
524,7,97,99.03,16/01/2018 23:06:00,
530,9,197,134.52,17/01/2018 03:30:00,
531,10,12,353.05,17/01/2018 04:12:00,
532,6,395,302.9,17/01/2018 04:54:00,
535,3,195,86.27,17/01/2018 07:00:00,
537,7,167,354.2,17/01/2018 08:24:00,
547,2,234,127.06,17/01/2018 15:24:00,
558,12,368,70.56,17/01/2018 23:06:00,
559,10,254,418.08,17/01/2018 23:48:00,
564,4,21,232.18,18/01/2018 04:00:00,
567,2,260,185.32,18/01/2018 06:24:00,
574,8,66,358.6,18/01/2018 12:00:00,
577,7,389,299.95,18/01/2018 14:24:00,
579,5,298,382,18/01/2018 16:00:00,
592,7,112,248.11,19/01/2018 01:36:00,
593,6,323,154.08,19/01/2018 02:08:00,
599,12,84,346.46,19/01/2018 05:20:00,
600,4,298,144.25,19/01/2018 05:52:00,
483,13,221,385.99,16/01/2018 00:33:00,18/01/2018 02:15:18
484,1,257,275.83,16/01/2018 01:06:00,17/01/2018 09:57:07
485,1,175,34.5,16/01/2018 01:39:00,18/01/2018 17:26:35
486,6,212,314.67,16/01/2018 02:12:00,18/01/2018 07:46:38
487,9,277,40.61,16/01/2018 02:45:00,18/01/2018 00:42:13
488,12,49,86.81,16/01/2018 03:18:00,17/01/2018 06:16:46
490,4,145,90.52,16/01/2018 04:24:00,18/01/2018 22:12:49
491,7,50,408.52,16/01/2018 04:57:00,17/01/2018 14:35:39
492,7,294,385.6,16/01/2018 05:30:00,17/01/2018 14:00:29
493,5,9,54.99,16/01/2018 06:03:00,18/01/2018 04:07:36
494,3,148,358.66,16/01/2018 06:36:00,18/01/2018 12:01:26
496,7,54,243,16/01/2018 07:42:00,18/01/2018 23:14:24
497,2,28,162.29,16/01/2018 08:15:00,18/01/2018 02:15:39
498,8,90,277.09,16/01/2018 08:48:00,17/01/2018 15:50:25
499,7,396,389.22,16/01/2018 09:21:00,19/01/2018 01:02:49
500,14,118,308.8,16/01/2018 09:54:00,18/01/2018 08:43:38
503,6,326,436.42,16/01/2018 11:33:00,18/01/2018 17:35:15
504,10,36,417.82,16/01/2018 12:06:00,19/01/2018 04:58:37
505,8,173,41.69,16/01/2018 12:39:00,19/01/2018 02:32:39
508,12,251,416.07,16/01/2018 14:18:00,18/01/2018 13:37:57
510,8,58,296.11,16/01/2018 15:24:00,17/01/2018 20:07:24
511,1,392,279.52,16/01/2018 15:57:00,18/01/2018 05:08:00
513,3,110,236.51,16/01/2018 17:03:00,18/01/2018 22:44:35
514,3,257,200.27,16/01/2018 17:36:00,18/01/2018 23:07:52
515,14,302,57.19,16/01/2018 18:09:00,19/01/2018 04:34:03
516,9,32,388.16,16/01/2018 18:42:00,18/01/2018 22:58:28
517,8,109,244.05,16/01/2018 19:15:00,19/01/2018 04:52:55
519,1,358,70.01,16/01/2018 20:21:00,18/01/2018 21:20:09
520,2,344,32.91,16/01/2018 20:54:00,18/01/2018 18:19:36
521,12,369,86.92,16/01/2018 21:27:00,19/01/2018 10:02:21
522,8,39,397.23,16/01/2018 22:00:00,18/01/2018 04:46:29
525,5,278,417.68,16/01/2018 23:39:00,18/01/2018 05:53:14
527,12,249,214.43,17/01/2018 01:24:00,18/01/2018 06:06:30
528,1,125,363.08,17/01/2018 02:06:00,18/01/2018 06:14:57
529,10,18,389.37,17/01/2018 02:48:00,19/01/2018 18:58:17
533,11,50,39.28,17/01/2018 05:36:00,19/01/2018 01:37:36
534,10,184,84.34,17/01/2018 06:18:00,19/01/2018 19:37:42
536,4,330,448.11,17/01/2018 07:42:00,18/01/2018 08:18:21
539,12,65,54.02,17/01/2018 09:48:00,18/01/2018 15:57:39
540,1,185,217.46,17/01/2018 10:30:00,18/01/2018 14:33:20
541,13,262,287.94,17/01/2018 11:12:00,18/01/2018 12:00:00
542,14,278,315.02,17/01/2018 11:54:00,19/01/2018 23:19:12
543,10,325,447.92,17/01/2018 12:36:00,19/01/2018 01:44:06
545,11,36,329.81,17/01/2018 14:00:00,18/01/2018 19:35:01
546,9,254,357.97,17/01/2018 14:42:00,18/01/2018 18:28:01
548,13,212,341.43,17/01/2018 16:06:00,20/01/2018 09:11:39
549,5,64,94.15,17/01/2018 16:48:00,19/01/2018 01:10:17
550,3,106,82.41,17/01/2018 17:30:00,19/01/2018 17:28:05
552,6,183,282.89,17/01/2018 18:54:00,20/01/2018 08:47:22
553,6,278,118.81,17/01/2018 19:36:00,18/01/2018 20:35:28
554,6,294,238.88,17/01/2018 20:18:00,19/01/2018 17:15:34
555,8,68,136.98,17/01/2018 21:00:00,20/01/2018 14:14:30
556,8,27,70.09,17/01/2018 21:42:00,20/01/2018 14:14:51
557,13,125,384.2,17/01/2018 22:24:00,19/01/2018 17:09:08
561,8,186,387.87,18/01/2018 01:36:00,20/01/2018 15:51:07
562,6,231,296.44,18/01/2018 02:24:00,20/01/2018 12:05:33
563,1,317,282.6,18/01/2018 03:12:00,20/01/2018 20:04:18
565,4,60,75.01,18/01/2018 04:48:00,20/01/2018 07:34:40
566,11,120,234.29,18/01/2018 05:36:00,20/01/2018 07:20:43
569,2,259,240.57,18/01/2018 08:00:00,20/01/2018 12:55:51
570,2,141,142.54,18/01/2018 08:48:00,21/01/2018 02:09:39
571,14,313,316.66,18/01/2018 09:36:00,19/01/2018 11:43:38
572,12,292,363.59,18/01/2018 10:24:00,20/01/2018 04:28:53
573,3,131,222.18,18/01/2018 11:12:00,20/01/2018 21:10:08
576,13,36,285.13,18/01/2018 13:36:00,21/01/2018 01:24:29
578,6,358,93.73,18/01/2018 15:12:00,21/01/2018 02:03:45
580,10,76,208.44,18/01/2018 16:48:00,20/01/2018 22:47:38
581,5,80,227.28,18/01/2018 17:36:00,20/01/2018 07:41:58
582,8,237,393.41,18/01/2018 18:24:00,20/01/2018 02:40:30
583,3,173,234.42,18/01/2018 19:12:00,21/01/2018 02:19:38
585,14,22,389.23,18/01/2018 20:48:00,20/01/2018 22:51:20
586,4,132,149.29,18/01/2018 21:36:00,21/01/2018 05:56:26
587,7,303,203.13,18/01/2018 22:24:00,21/01/2018 00:36:25
588,6,84,356.41,18/01/2018 23:12:00,20/01/2018 18:04:38
589,6,74,115.18,19/01/2018 00:00:00,20/01/2018 20:19:34
591,7,336,191.93,19/01/2018 01:04:00,21/01/2018 12:55:59
594,8,365,157.62,19/01/2018 02:40:00,20/01/2018 13:14:29
595,10,137,28.88,19/01/2018 03:12:00,20/01/2018 14:54:31
596,12,89,276.53,19/01/2018 03:44:00,20/01/2018 09:35:46
597,13,62,185.19,19/01/2018 04:16:00,21/01/2018 22:17:06
615,8,75,223.11,19/01/2018 13:52:00,
651,5,125,285.14,20/01/2018 12:18:00,
653,14,51,377.92,20/01/2018 13:40:00,
658,2,135,80.9,20/01/2018 17:05:00,
661,14,374,279.67,20/01/2018 19:08:00,
664,10,299,396.7,20/01/2018 21:11:00,
667,4,71,148.37,20/01/2018 23:14:00,
670,12,196,38.6,21/01/2018 02:24:00,
679,7,202,291.8,21/01/2018 13:12:00,
690,5,344,32.08,22/01/2018 02:24:00,
692,9,300,207.29,22/01/2018 04:48:00,
694,7,27,171.8,22/01/2018 07:12:00,
696,4,290,90.55,22/01/2018 09:36:00,
697,12,398,79.12,22/01/2018 10:48:00,
705,10,394,337.73,22/01/2018 20:24:00,
707,2,371,414.01,22/01/2018 22:48:00,
708,1,387,160.02,23/01/2018 00:00:00,
714,6,145,410.98,23/01/2018 05:30:00,
718,11,267,200.83,23/01/2018 09:10:00,
603,13,12,33.22,19/01/2018 07:28:00,20/01/2018 23:52:13
604,2,223,56.54,19/01/2018 08:00:00,20/01/2018 11:11:20
605,5,145,145.94,19/01/2018 08:32:00,21/01/2018 13:32:26
606,4,327,76.17,19/01/2018 09:04:00,20/01/2018 17:20:08
607,3,239,181.47,19/01/2018 09:36:00,21/01/2018 11:27:05
608,6,161,239.67,19/01/2018 10:08:00,22/01/2018 03:32:45
610,3,136,204.67,19/01/2018 11:12:00,20/01/2018 16:49:38
611,5,31,108.62,19/01/2018 11:44:00,20/01/2018 18:21:16
612,9,240,316.57,19/01/2018 12:16:00,20/01/2018 23:55:02
613,2,298,152.62,19/01/2018 12:48:00,21/01/2018 10:32:09
614,4,399,372.66,19/01/2018 13:20:00,20/01/2018 17:21:49
617,6,36,326.53,19/01/2018 14:56:00,21/01/2018 14:09:51
618,2,373,447.66,19/01/2018 15:28:00,21/01/2018 09:19:06
619,11,104,87.29,19/01/2018 16:00:00,20/01/2018 17:38:19
620,12,396,74.38,19/01/2018 16:32:00,20/01/2018 23:17:06
621,13,387,429.51,19/01/2018 17:04:00,20/01/2018 23:04:15
623,7,231,48.55,19/01/2018 18:08:00,21/01/2018 16:39:39
624,2,247,448.74,19/01/2018 18:40:00,22/01/2018 12:49:37
625,8,198,355.27,19/01/2018 19:12:00,21/01/2018 23:19:31
626,4,189,392.27,19/01/2018 19:44:00,20/01/2018 21:14:25
627,14,152,274.96,19/01/2018 20:16:00,22/01/2018 09:45:11
628,13,176,270.83,19/01/2018 20:48:00,22/01/2018 09:18:28
630,5,145,31.66,19/01/2018 21:52:00,21/01/2018 01:59:28
631,13,199,389.75,19/01/2018 22:24:00,21/01/2018 07:30:41
632,12,111,346.69,19/01/2018 22:56:00,21/01/2018 02:36:28
633,9,383,351.05,19/01/2018 23:28:00,21/01/2018 06:12:20
634,9,210,235.47,20/01/2018 00:41:00,21/01/2018 06:37:03
636,2,274,358.89,20/01/2018 02:03:00,21/01/2018 06:43:55
637,5,259,56.52,20/01/2018 02:44:00,22/01/2018 09:10:19
638,6,278,282.55,20/01/2018 03:25:00,21/01/2018 17:07:23
639,3,278,54.15,20/01/2018 04:06:00,21/01/2018 16:28:10
640,1,228,272.02,20/01/2018 04:47:00,22/01/2018 18:37:12
642,10,29,251.06,20/01/2018 06:09:00,21/01/2018 18:11:55
643,8,214,144.14,20/01/2018 06:50:00,22/01/2018 05:16:16
644,3,265,153.8,20/01/2018 07:31:00,22/01/2018 04:33:53
645,10,394,175.84,20/01/2018 08:12:00,21/01/2018 13:35:52
646,5,339,49.56,20/01/2018 08:53:00,23/01/2018 02:49:25
647,12,379,248.15,20/01/2018 09:34:00,23/01/2018 02:48:16
649,11,318,407.56,20/01/2018 10:56:00,21/01/2018 17:59:37
650,1,138,429.45,20/01/2018 11:37:00,22/01/2018 16:10:11
652,4,137,38.48,20/01/2018 12:59:00,22/01/2018 20:37:48
654,9,257,142.59,20/01/2018 14:21:00,22/01/2018 18:55:13
655,2,283,428.59,20/01/2018 15:02:00,21/01/2018 18:51:00
657,8,46,110.62,20/01/2018 16:24:00,21/01/2018 23:21:35
659,5,60,297.45,20/01/2018 17:46:00,22/01/2018 23:20:39
660,11,119,170.12,20/01/2018 18:27:00,21/01/2018 21:10:39
662,14,278,190.03,20/01/2018 19:49:00,22/01/2018 06:42:42
663,8,306,363.39,20/01/2018 20:30:00,23/01/2018 08:57:48
666,2,299,363.91,20/01/2018 22:33:00,23/01/2018 02:22:48
668,3,265,382.72,20/01/2018 23:55:00,23/01/2018 13:09:10
669,3,393,162.87,21/01/2018 01:12:00,22/01/2018 10:48:39
671,9,42,290.64,21/01/2018 03:36:00,22/01/2018 05:41:15
672,7,125,112.02,21/01/2018 04:48:00,23/01/2018 23:17:12
673,8,340,51.47,21/01/2018 06:00:00,22/01/2018 19:46:34
675,9,113,271.75,21/01/2018 08:24:00,23/01/2018 22:07:54
676,4,341,328.99,21/01/2018 09:36:00,22/01/2018 22:10:15
677,8,45,305.96,21/01/2018 10:48:00,23/01/2018 08:21:06
678,5,56,156.81,21/01/2018 12:00:00,23/01/2018 16:01:46
680,14,37,323.2,21/01/2018 14:24:00,24/01/2018 00:23:47
682,1,22,316.34,21/01/2018 16:48:00,22/01/2018 18:10:27
683,9,332,156.31,21/01/2018 18:00:00,23/01/2018 16:48:01
684,7,369,324.23,21/01/2018 19:12:00,23/01/2018 13:27:38
685,11,392,262.42,21/01/2018 20:24:00,23/01/2018 14:35:12
686,14,137,354.49,21/01/2018 21:36:00,23/01/2018 09:31:12
688,5,69,63.29,22/01/2018 00:00:00,24/01/2018 11:02:49
689,2,16,336,22/01/2018 01:12:00,23/01/2018 01:39:58
691,14,205,311.7,22/01/2018 03:36:00,23/01/2018 08:29:28
693,6,297,303.11,22/01/2018 06:00:00,23/01/2018 19:28:55
695,5,91,113.1,22/01/2018 08:24:00,24/01/2018 09:10:28
698,13,306,35.48,22/01/2018 12:00:00,25/01/2018 04:28:05
700,5,245,256.79,22/01/2018 14:24:00,24/01/2018 11:25:21
701,8,74,297.22,22/01/2018 15:36:00,24/01/2018 16:29:46
702,14,358,229.82,22/01/2018 16:48:00,24/01/2018 04:51:21
703,6,134,37.79,22/01/2018 18:00:00,24/01/2018 15:20:23
704,12,113,437.1,22/01/2018 19:12:00,25/01/2018 03:13:57
709,14,188,183.4,23/01/2018 00:55:00,25/01/2018 02:20:13
710,8,201,369.65,23/01/2018 01:50:00,24/01/2018 13:54:28
711,4,290,281.93,23/01/2018 02:45:00,25/01/2018 13:03:37
712,6,174,323.48,23/01/2018 03:40:00,24/01/2018 23:32:03
713,5,332,437.02,23/01/2018 04:35:00,24/01/2018 09:29:39
716,14,139,267.86,23/01/2018 07:20:00,24/01/2018 10:11:06
717,3,295,282.53,23/01/2018 08:15:00,25/01/2018 17:41:49
719,3,54,375.05,23/01/2018 10:05:00,25/01/2018 21:48:05
720,3,102,192.42,23/01/2018 11:00:00,24/01/2018 11:00:29
728,11,391,329.33,23/01/2018 18:20:00,
730,6,266,211.37,23/01/2018 20:10:00,
745,2,121,252.6,24/01/2018 08:26:00,
756,12,58,156.01,24/01/2018 16:52:00,
767,8,368,294.5,25/01/2018 01:04:00,
768,12,193,193.44,25/01/2018 01:36:00,
775,7,67,337.38,25/01/2018 05:20:00,
779,6,59,219.61,25/01/2018 07:28:00,
780,12,38,275.35,25/01/2018 08:00:00,
787,7,357,182.51,25/01/2018 11:44:00,
799,4,324,290.17,25/01/2018 18:08:00,
800,8,187,114.53,25/01/2018 18:40:00,
802,10,319,260.36,25/01/2018 19:44:00,
811,12,287,182.29,26/01/2018 01:06:00,
813,4,7,283.28,26/01/2018 02:12:00,
827,9,111,228.63,26/01/2018 09:54:00,
831,13,297,127.84,26/01/2018 12:06:00,
833,7,355,36.64,26/01/2018 13:12:00,
723,4,370,162.07,23/01/2018 13:45:00,26/01/2018 01:12:31
724,6,391,408.35,23/01/2018 14:40:00,26/01/2018 05:08:40
725,11,124,346.75,23/01/2018 15:35:00,25/01/2018 16:33:29
726,11,4,161.91,23/01/2018 16:30:00,25/01/2018 23:52:04
727,1,99,367.28,23/01/2018 17:25:00,26/01/2018 11:17:31
729,14,213,347.13,23/01/2018 19:15:00,24/01/2018 23:42:02
732,9,132,415.95,23/01/2018 22:00:00,26/01/2018 00:47:32
733,5,147,450.36,23/01/2018 22:55:00,25/01/2018 06:35:59
734,1,192,218.72,23/01/2018 23:50:00,26/01/2018 04:55:08
735,5,355,31.87,24/01/2018 00:46:00,26/01/2018 05:00:17
736,1,7,208.63,24/01/2018 01:32:00,26/01/2018 01:51:56
738,14,83,406.33,24/01/2018 03:04:00,26/01/2018 01:38:31
739,13,289,295.68,24/01/2018 03:50:00,25/01/2018 15:39:19
740,2,400,277.18,24/01/2018 04:36:00,26/01/2018 11:58:23
741,9,264,416.61,24/01/2018 05:22:00,26/01/2018 11:27:27
742,7,62,246.22,24/01/2018 06:08:00,25/01/2018 13:38:45
744,6,80,339.79,24/01/2018 07:40:00,26/01/2018 15:34:53
746,2,289,148.85,24/01/2018 09:12:00,26/01/2018 04:50:10
747,12,70,378.05,24/01/2018 09:58:00,26/01/2018 07:19:59
748,4,394,102.17,24/01/2018 10:44:00,26/01/2018 12:01:06
749,5,175,279,24/01/2018 11:30:00,26/01/2018 14:12:15
750,12,89,441.17,24/01/2018 12:16:00,26/01/2018 18:18:06
752,14,237,204.68,24/01/2018 13:48:00,26/01/2018 15:53:04
753,6,227,360.3,24/01/2018 14:34:00,27/01/2018 08:46:04
754,3,94,308.59,24/01/2018 15:20:00,26/01/2018 21:06:32
755,7,383,153.61,24/01/2018 16:06:00,26/01/2018 03:54:33
757,14,277,268.05,24/01/2018 17:38:00,26/01/2018 10:32:43
759,7,388,36.24,24/01/2018 19:10:00,27/01/2018 03:15:36
760,11,313,424.78,24/01/2018 19:56:00,27/01/2018 10:15:28
761,11,132,148.44,24/01/2018 20:42:00,26/01/2018 09:35:19
762,7,313,386.46,24/01/2018 21:28:00,26/01/2018 18:29:59
763,6,348,184.28,24/01/2018 22:14:00,27/01/2018 11:27:59
765,8,244,244.18,24/01/2018 23:46:00,26/01/2018 09:05:42
766,12,245,108.79,25/01/2018 00:32:00,26/01/2018 04:46:43
769,11,226,283.93,25/01/2018 02:08:00,27/01/2018 13:49:25
770,12,259,290.42,25/01/2018 02:40:00,26/01/2018 13:56:31
771,14,286,270.67,25/01/2018 03:12:00,26/01/2018 12:23:57
772,4,323,370.63,25/01/2018 03:44:00,27/01/2018 14:10:48
774,10,193,136.14,25/01/2018 04:48:00,27/01/2018 18:02:58
776,5,110,406.42,25/01/2018 05:52:00,27/01/2018 10:47:39
777,2,164,421.16,25/01/2018 06:24:00,27/01/2018 10:23:29
778,13,194,413.18,25/01/2018 06:56:00,27/01/2018 13:56:41
781,9,141,239.34,25/01/2018 08:32:00,27/01/2018 01:35:42
783,11,102,137.7,25/01/2018 09:36:00,26/01/2018 11:02:28
784,7,162,264.22,25/01/2018 10:08:00,28/01/2018 02:03:49
785,3,278,48.39,25/01/2018 10:40:00,27/01/2018 09:26:39
786,7,162,315.28,25/01/2018 11:12:00,27/01/2018 23:53:03
788,7,38,393.62,25/01/2018 12:16:00,27/01/2018 00:23:42
790,9,297,113.58,25/01/2018 13:20:00,28/01/2018 07:26:51
791,1,212,442.85,25/01/2018 13:52:00,28/01/2018 00:46:10
792,10,135,370.36,25/01/2018 14:24:00,27/01/2018 21:54:53
793,4,208,62.42,25/01/2018 14:56:00,27/01/2018 00:31:03
794,4,119,368.87,25/01/2018 15:28:00,27/01/2018 03:37:03
795,12,268,287.98,25/01/2018 16:00:00,27/01/2018 18:25:14
797,13,18,188.29,25/01/2018 17:04:00,27/01/2018 07:28:20
798,12,78,182.86,25/01/2018 17:36:00,26/01/2018 19:34:04
801,2,201,436.32,25/01/2018 19:12:00,27/01/2018 01:38:30
803,5,63,116.73,25/01/2018 20:16:00,27/01/2018 14:29:39
804,2,186,398.63,25/01/2018 20:48:00,28/01/2018 07:38:16
806,4,255,342.41,25/01/2018 21:52:00,28/01/2018 11:24:48
807,10,77,367.36,25/01/2018 22:24:00,27/01/2018 10:48:43
808,13,151,73.21,25/01/2018 22:56:00,27/01/2018 03:42:00
809,7,277,443.29,25/01/2018 23:28:00,28/01/2018 00:43:40
810,6,99,412.72,26/01/2018 00:33:00,28/01/2018 01:16:57
814,6,18,92.07,26/01/2018 02:45:00,27/01/2018 20:41:34
815,3,206,315.74,26/01/2018 03:18:00,27/01/2018 21:49:51
816,12,49,405.06,26/01/2018 03:51:00,28/01/2018 21:47:31
817,12,76,343.3,26/01/2018 04:24:00,28/01/2018 22:39:45
818,10,364,39.69,26/01/2018 04:57:00,27/01/2018 07:37:23
819,12,376,370.61,26/01/2018 05:30:00,28/01/2018 04:21:36
821,10,328,293.34,26/01/2018 06:36:00,28/01/2018 05:51:06
822,4,167,348.77,26/01/2018 07:09:00,27/01/2018 07:39:19
823,6,89,434.54,26/01/2018 07:42:00,28/01/2018 08:41:12
824,1,310,234.64,26/01/2018 08:15:00,29/01/2018 00:52:07
825,3,366,396.16,26/01/2018 08:48:00,28/01/2018 20:03:37
828,10,205,446.94,26/01/2018 10:27:00,28/01/2018 23:27:59
829,7,86,403.52,26/01/2018 11:00:00,28/01/2018 00:39:48
830,6,209,403.5,26/01/2018 11:33:00,27/01/2018 16:24:58
832,3,174,236.27,26/01/2018 12:39:00,28/01/2018 20:44:32
834,3,91,157.21,26/01/2018 13:45:00,29/01/2018 04:33:25
836,9,17,33.19,26/01/2018 14:51:00,29/01/2018 03:16:28
837,12,284,399.15,26/01/2018 15:24:00,29/01/2018 07:02:03
838,7,194,409.01,26/01/2018 15:57:00,28/01/2018 17:56:30
839,9,123,300.23,26/01/2018 16:30:00,28/01/2018 02:29:43
840,9,71,305.2,26/01/2018 17:03:00,29/01/2018 03:42:17
846,13,224,33.06,26/01/2018 20:21:00,
847,2,360,92.4,26/01/2018 20:54:00,
854,6,114,426.94,27/01/2018 01:02:00,
878,3,389,92.29,27/01/2018 13:26:00,
882,8,292,404.73,27/01/2018 15:30:00,
883,2,219,276.77,27/01/2018 16:01:00,
885,5,208,190.07,27/01/2018 17:03:00,
890,11,173,83.45,27/01/2018 19:38:00,
900,10,247,228.59,28/01/2018 01:22:00,
913,11,23,38,28/01/2018 10:15:00,
922,1,101,425.05,28/01/2018 16:24:00,
930,14,95,429.6,28/01/2018 21:52:00,
931,3,68,443.24,28/01/2018 22:33:00,
933,13,113,334.45,28/01/2018 23:55:00,
947,3,59,187.24,29/01/2018 11:54:00,
843,9,374,90.9,26/01/2018 18:42:00,28/01/2018 09:15:30
844,13,190,378.16,26/01/2018 19:15:00,29/01/2018 03:03:27
845,6,355,153.26,26/01/2018 19:48:00,27/01/2018 20:01:56
848,12,323,411.52,26/01/2018 21:27:00,28/01/2018 23:37:26
849,12,384,313.91,26/01/2018 22:00:00,29/01/2018 04:11:00
850,13,92,184.1,26/01/2018 22:33:00,28/01/2018 10:30:52
852,4,40,158.69,26/01/2018 23:39:00,29/01/2018 15:33:36
853,2,61,357.32,27/01/2018 00:31:00,28/01/2018 03:34:41
855,11,106,212.29,27/01/2018 01:33:00,28/01/2018 10:43:22
856,7,357,45.63,27/01/2018 02:04:00,29/01/2018 15:43:30
857,8,294,65.93,27/01/2018 02:35:00,29/01/2018 00:53:18
859,2,365,126.82,27/01/2018 03:37:00,29/01/2018 13:52:32
860,14,228,177.1,27/01/2018 04:08:00,28/01/2018 08:44:55
861,5,190,409.24,27/01/2018 04:39:00,29/01/2018 15:39:28
862,11,88,402.38,27/01/2018 05:10:00,28/01/2018 08:43:07
863,8,52,348.23,27/01/2018 05:41:00,28/01/2018 18:16:15
865,2,57,89.52,27/01/2018 06:43:00,29/01/2018 23:43:50
866,12,114,176.61,27/01/2018 07:14:00,28/01/2018 17:04:43
867,3,81,318.68,27/01/2018 07:45:00,29/01/2018 04:26:29
868,6,193,364.53,27/01/2018 08:16:00,29/01/2018 02:41:54
869,9,45,83.07,27/01/2018 08:47:00,29/01/2018 03:50:28
870,10,30,223.75,27/01/2018 09:18:00,29/01/2018 02:28:45
872,11,116,398.97,27/01/2018 10:20:00,30/01/2018 04:43:59
873,14,180,62.58,27/01/2018 10:51:00,29/01/2018 14:33:51
874,1,30,204.17,27/01/2018 11:22:00,29/01/2018 00:20:23
875,2,251,235.08,27/01/2018 11:53:00,28/01/2018 16:50:14
876,7,317,279.99,27/01/2018 12:24:00,29/01/2018 04:27:22
879,13,4,349.76,27/01/2018 13:57:00,30/01/2018 03:36:54
880,1,316,151.14,27/01/2018 14:28:00,29/01/2018 00:37:12
881,9,13,177.65,27/01/2018 14:59:00,29/01/2018 05:09:52
884,5,78,296.69,27/01/2018 16:32:00,29/01/2018 17:53:58
886,13,332,205.56,27/01/2018 17:34:00,29/01/2018 13:44:37
888,9,167,362.68,27/01/2018 18:36:00,30/01/2018 02:22:25
889,10,86,307.76,27/01/2018 19:07:00,29/01/2018 00:48:33
891,7,199,421.83,27/01/2018 20:09:00,29/01/2018 16:13:30
892,1,225,421.09,27/01/2018 20:40:00,29/01/2018 15:31:25
893,4,46,200.16,27/01/2018 21:11:00,29/01/2018 02:48:26
894,6,246,246.71,27/01/2018 21:42:00,29/01/2018 00:43:56
896,6,286,272.92,27/01/2018 22:44:00,29/01/2018 05:30:16
897,11,85,79.62,27/01/2018 23:15:00,30/01/2018 00:27:21
898,2,51,433.67,27/01/2018 23:46:00,30/01/2018 16:43:47
899,11,131,354.59,28/01/2018 00:41:00,29/01/2018 09:18:35
901,13,352,413.63,28/01/2018 02:03:00,30/01/2018 06:14:33
903,12,190,364.61,28/01/2018 03:25:00,29/01/2018 09:33:20
904,6,53,231.1,28/01/2018 04:06:00,30/01/2018 19:53:55
905,6,326,71.71,28/01/2018 04:47:00,30/01/2018 18:53:43
906,9,266,175.45,28/01/2018 05:28:00,29/01/2018 07:04:05
907,9,135,321.95,28/01/2018 06:09:00,30/01/2018 11:13:01
909,11,129,432.33,28/01/2018 07:31:00,30/01/2018 04:48:29
910,14,75,225.18,28/01/2018 08:12:00,30/01/2018 07:59:44
911,10,53,296.85,28/01/2018 08:53:00,30/01/2018 23:41:36
912,8,209,374.51,28/01/2018 09:34:00,31/01/2018 03:57:33
914,13,63,212.19,28/01/2018 10:56:00,30/01/2018 17:26:27
915,13,361,26.09,28/01/2018 11:37:00,30/01/2018 06:28:09
917,11,261,276.61,28/01/2018 12:59:00,30/01/2018 14:23:08
918,6,363,120.04,28/01/2018 13:40:00,30/01/2018 17:52:52
919,1,35,233.39,28/01/2018 14:21:00,29/01/2018 18:01:47
920,11,48,47.03,28/01/2018 15:02:00,29/01/2018 17:45:15
921,12,42,316.33,28/01/2018 15:43:00,30/01/2018 01:21:14
924,4,287,413.38,28/01/2018 17:46:00,30/01/2018 13:30:37
925,7,57,267.57,28/01/2018 18:27:00,30/01/2018 13:27:48
926,9,152,131.68,28/01/2018 19:08:00,29/01/2018 20:10:35
927,10,129,290.36,28/01/2018 19:49:00,29/01/2018 21:18:07
928,12,313,351.13,28/01/2018 20:30:00,31/01/2018 07:32:18
932,8,270,241.78,28/01/2018 23:14:00,30/01/2018 17:24:29
934,7,268,281.53,29/01/2018 00:51:00,31/01/2018 17:57:49
935,8,1,87.87,29/01/2018 01:42:00,31/01/2018 17:27:08
936,10,257,74.08,29/01/2018 02:33:00,30/01/2018 05:20:32
937,12,61,397.56,29/01/2018 03:24:00,30/01/2018 17:54:05
938,12,350,391.02,29/01/2018 04:15:00,30/01/2018 09:37:48
940,9,344,390.19,29/01/2018 05:57:00,30/01/2018 20:32:56
941,5,7,220.25,29/01/2018 06:48:00,30/01/2018 15:22:02
942,5,345,225.1,29/01/2018 07:39:00,31/01/2018 06:55:34
943,5,276,150.45,29/01/2018 08:30:00,31/01/2018 01:58:49
944,3,16,88.26,29/01/2018 09:21:00,31/01/2018 09:06:56
946,3,268,239.4,29/01/2018 11:03:00,30/01/2018 22:34:04
948,4,222,274.55,29/01/2018 12:45:00,30/01/2018 23:48:11
949,6,330,286.27,29/01/2018 13:36:00,31/01/2018 19:37:48
950,14,140,152.29,29/01/2018 14:27:00,31/01/2018 02:16:27
951,10,74,92.44,29/01/2018 15:18:00,31/01/2018 23:52:18
953,14,88,354.78,29/01/2018 17:00:00,01/02/2018 08:30:12
954,3,209,278.75,29/01/2018 17:51:00,31/01/2018 10:05:58
955,11,310,122.28,29/01/2018 18:42:00,01/02/2018 08:42:44
956,9,194,259.36,29/01/2018 19:33:00,01/02/2018 09:17:21
957,12,164,43.13,29/01/2018 20:24:00,01/02/2018 08:14:19
958,14,105,321.45,29/01/2018 21:15:00,01/02/2018 01:39:23
960,11,155,112.49,29/01/2018 22:57:00,01/02/2018 16:03:54
968,2,89,275.74,30/01/2018 03:44:00,
982,7,250,387.14,30/01/2018 11:12:00,
985,1,350,163.45,30/01/2018 12:48:00,
986,12,236,232.78,30/01/2018 13:20:00,
1004,11,118,143.2,30/01/2018 22:56:00,
1005,3,181,160.01,30/01/2018 23:28:00,
1007,2,270,421.89,31/01/2018 00:38:00,
1008,3,223,100.18,31/01/2018 01:16:00,
